product_name,product_price,Rate,Review,Summary,Sentiment
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,good cooling low noise better daily change the water to avoid smell separate water hose required for water loading,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good choice,good quality,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,very good in time delivery beautiful organization from flipcortthank you,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,awesome,delivery of the product is amazing as usual and delivery person is also very helpful,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,i am writing a review after using it for 4 days this cooler is very nice size is jumbo cooling starts in the room after a while at night,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,i am giving 4 star but its deserv 10 out 9 i m cutting 1 star due to stand and water indicator once stand n water indicator will include this will be become the best nice air cooling super design power air throught range no sound overall worth to buy,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,nice product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,yes its quite goodyou can go for it nicely deliveredthank you flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,perfect product!,value for money,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,super!,very good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,this is aws product at healthy price its worth to buy,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,excellent,very nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,i was vary of buying coole online as i cannot check the airflow or faults before purchasing but this cooler really changed my mind i did extensive research watched reviews and at the end selected this this is a beast of a cooler the airflow is absolutely amazing for this sizzling weather this cooler really throws cool air one advice always keep your coolers in a fully ventilated area like outside a window then you will see how great it works this was a great purchase and if you a,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,nice,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,very good product very nice cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,good one very less noise,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,wonderful,good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,its greatworks like an ac,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,best coolerlow noise and better cooling,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,best in the market!,super,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,wonderful,awaesome cooler it is better than symphony,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,classy product,flipkart delivery very nice and product in this time good,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,just wow!,cooler is so good and cooling bestthank you flipkart,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,good one,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,nice product cooling air,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,fabulous!,best air cooler,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,after use of one week in extreme conditions i feel this cooler works very fine strongly recommend to buy this product,positive
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,delightful,looks good purchase and economical tge power cord should have been 5 meters or 6 meters length instead of existing 2 meters given the huge size if this desert cooler,positive
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,don't waste your money,dinner plates size too small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,not good,print has gone in first wash,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,expected a better product,small size not as shown in pictures,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,very good,as it is shown as pictures,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,decent product,felt a bit expensive,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,not recommended at all,size is very small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,plates bowls are small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,could be way better,size of bowl is too small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,pleats are small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,moderate,sizes of the plates and bowl s were smaller then the regular size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,good,very small in sizenot expected,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,utterly disappointed,rice plate are very much small in size so the bowl also,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,very poor,dinner plate too small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,size very small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,absolute rubbish!,very cheap,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,good quality product,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,not good,small size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,worth the money,the same products have already been purchasedthanks to flipkart and the seller,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,not good,so small dinner set,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,bowl size is very small not suitable for dinner set,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,nice,plates are small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,expected a better product,very small size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,expected a better product,plates are too small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,horrible,rate very high as per quantity,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,bowls r too small moreover quality is not up to the mark,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,utterly disappointed,the full plate is too small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,unsatisfactory,the size of plate is small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,fair,all size is small that big plate size quarter plate size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,good,size is small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,nice,small plates,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,value-for-money,plates are smaller in size too small for eating rice,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,worst experience ever!,small plate,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,worth the money,okk,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,size is very small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,classy product,gud quality,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,nice,the bowls and plates are very small consider twice if youre looking forward to buy small sized times,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,good,little bit small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,best in the market!,tnq flip kart,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,utterly disappointed,it is breakable its break without fall,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,decent product,the plates are small in size bowls too so i returned it,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,size of the plates could have been a bit larger,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,super!,very quality product,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,classy product,nic product bt 2plate tuta ta,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,don't waste your money,ita very small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,size is not suitable for dinner or lunch,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,nice,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,small size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,excellent,small size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,really nice,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,very poor,cheap quality,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,big plates are not much enough to eat lunch dinner they are sufficient for breakfast fast and small plates can be used for side dishes,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,too small for having dinner,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,nice,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,terrific,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,just okay,size is to small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,decent product,ok ok product,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,terrible product,day one cracking 10 inch plates,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,small in size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,does the job,okok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,4,good choice,decent at this price,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,1,unsatisfactory,small size,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,5,brilliant,ok,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,3,good,size is small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,bad quality,size small,neutral
cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,1299,2,slightly disappointed,very small size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,size is to small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok ok product,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,okok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,brilliant,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,bad quality,size small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,slightly disappointed,very small size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,its not too good but ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,plates are 10 incheslittle small quality oknot bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,plates size is small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,could be way better,dishes are too small in size could have a little larger,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,small size its ok thank you so much,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,slightly disappointed,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,very good,just okay but size of plate is little smaller in sizequality is good,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,overall its good according to the pricebut i little disappointed for the sizesize of disease are small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,wonderful,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,excellent,very nice product worth for money as shown in the picture i felt its too weight sound like glass dont know it breakable or not anyway its looks nyc,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,awesome,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,its ok but verry small size quality good,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,product is most,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good quality product,okay,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,product is goodbut size little smaller,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,dinner set is okaybut bowl are little smaller than expectetion,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,enough for some months,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,classy product,super but 2 plate is broken you not well paking next you do well ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,medium,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,worth the money,not_specified,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,really nice,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,not good,price high,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,worth the money,medium,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,its ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,okay product,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,firstly i get damaged products then they replaced it good product,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,size small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,very good,it was awesomebut u should add some more items,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,avarage,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,wonderful,not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,ok not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,this product is gud but plates are very small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,slightly disappointed,the delivery is good but the size of the plates is so small and the quality of the product is not as good as expected the quality should be more better,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,brilliant,the plates were properly wrapped with bubble wrap,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,soso,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,plate size is little small,neutral
